name, latitude, longitude, rating, num_reviews, neighborhoods
Claddagh Irish Pub,39.949963,-83.000519,3.5,72, 'Brewery District'
Freshbox Catering,39.9625731,-82.9973606,4.5,7, 'Downtown'
Portia's Cafe,40.05514,-82.999988,4.5,82, 'Clintonville'
Paul's Fifth Avenue,39.988716,-83.048515,3.5,58, 'Grandview Heights'
Via Colori,39.9736844748,-83.0049041659,4.5,5, 'Short North
Brenen's Cafe,40.0002899,-83.007782,3.5,27, 'University District'
Rocket Fizz,39.981704,-83.004058,4.5,24, 'Short North
Slammers,39.9657707,-82.9956512,3.5,23, 'Downtown'
Anthony's Pizzeria,39.9565706402,-82.9360813648,4.5,35, 'Bexley'
Zanzibar Brews,39.9673615,-82.9811783,4,21, 'King-Lincoln'
Grange Insurance Audubon Center,39.9476864934,-83.0091755837,5,5, 'Brewery District'
Panera Bread,40.0066719,-83.0175629,3.5,23, 'University District'
Taco Bell,40.014029,-83.011552,3.5,18, 'University District'
India-Oak Grill,40.033337,-83.000061,4,34, 'Clintonville'
Panera Bread,39.9951515,-83.007309,3.5,20, 'University District'
Quail Crossing Cellars,40.0212784,-83.0133209,4.5,12, 'Clintonville'
Darbo Restaurant,40.0454292,-82.9572601,4.5,25, 'Linden'
Park Creek Kitchen,39.999626,-83.061798,3.5,57, 'Upper Arlington'
High Beck Tavern,39.9506221712,-82.9983662814,3.5,51, 'Brewery District'
Cup O' Joe & Mojoe Lounge,39.9590302,-83.0002289,3.5,31, 'Downtown'
Latitude 41,39.963692,-82.997719,3,83, 'Downtown'
Plank's Cafe,39.9484901,-82.9827576,3.5,81, 'Schumacher Place'
Cazuela's Grill,40.0081902,-83.0098572,3,67, 'University District'
Greek Express,39.9886110166,-83.035912849,3.5,37, 'Grandview Heights'
Penn Station,40.0027368218,-83.0085452646,4.5,6, 'University District'
Zombie Walk,39.9623908997,-82.9995651245,5,4, 'Downtown'
Ethyl & Tank,39.9978337437,-83.0070861429,3,51, 'University District'
Mirror Lake,39.9986114502,-83.0138168335,4.5,6, 'University District'
Phillip's Original Coney Island,39.9609299,-83.0127487,3.5,35, 'Franklinton'
Barrel Spirits On High,39.9851760864,-83.0047302246,4,10, 'Short North
Olentangy River Wetlands Research Park,40.0162987411,-83.0212079734,5,4, 'University District'
Oliver's Burgers Steaks & Bourbon,39.9629287982,-83.0002907664,3,74, 'Downtown'
Beechwold Diner,40.0547944754,-83.0002847314,4,77, 'Clintonville'
Chipotle Mexican Grill,40.021025,-83.058211,4,18, 'Upper Arlington'
Jeni's Splendid Ice Creams,39.9838295,-83.0450439,4.5,163, 'Grandview Heights'
Bruegger's Bagels,39.994647,-83.014099,3.5,28, 'University District'
Shades Restaurant,39.985729,-82.978454,4,9, ''
Dos-Boot Computer Services,40.0044708,-83.0082397,5,21, 'University District'
Max & Erma's,39.9472312927,-82.9953308105,3.5,47, 'German Village'
Pepper's Fish and Chicken,40.0139618,-82.9800491,5,8, 'Linden'
Sloopy's Diner,39.9978793412,-83.0077204853,3.5,21, 'University District'
Currito,39.9985695,-83.0075989,3.5,16, 'University District'
Bluescreek Farm Meats,39.9721718,-83.004158,5,21, 'Short North'
Huntington Park,39.968678,-83.010956,4.5,77, 'Arena District'
Jimmy Vs,39.943502,-82.996967,4,36, 'Brewery District'
Sophie's Gourmet Pierogi,39.9592667,-82.9999237,4,16, 'Downtown'
Bar 145,39.9874331311,-83.0316920966,3,87, 'Grandview Heights'
Thurber House,39.965698,-82.985321,4.5,6, 'Discovery District'
Laughlin's Bakery,39.982552496,-83.0041331528,5,26, 'Short North
Tek Experts,40.014575,-83.0106974,5,50, 'University District'
Hendoc's Pub,40.0107117,-83.0104599,3.5,11, 'University District'
PJ's Grill,40.004795,-83.008362,3,34, 'University District'
Café Bourbon Street,40.0086708,-83.0003281,3.5,17, 'University District'
Tree Spirit Coffee,40.0044554,-83.0089328,5,4, 'University District'
Eleven,39.9744784087,-83.0030581355,3,40, 'Short North'
Spoonful Records,39.965523,-82.997864,4.5,46, 'Downtown'
The Bexley Coffee Shop,39.980902,-82.931696,4.5,12, 'Bexley'
Taste of Orient,40.0116005,-83.0102234,3,59, 'University District'
Dante's Pizza,40.0371160358,-83.0005837977,4,25, 'Clintonville'
Michael's Goody Boy Diner,39.9856911,-83.0049591,3,85, 'Short North
Five Guys Burgers and Fries,39.9884296,-83.0329943,3.5,29, 'Grandview Heights'
Casa Di Pizza,39.9862785,-83.0756607,4.5,19, ''
The Florentine,39.9591103,-83.0248337,3.5,39, 'Franklinton'
Rambling House Soda Pop,40.015436,-83.003029,5,22, 'University District'
Tigertree,39.9785714597,-83.0039057136,4.5,55, 'Short North'
Oodles Noodle & Dumpling Bar,39.9573517,-82.987587,3.5,21, 'Discovery District'
Jimmy John's,39.9879437685,-83.0283225328,3.5,19, 'Grandview Heights'
Double Happiness,39.952296,-83.0005087,3.5,42, 'Brewery District'
Ohio Stadium,40.0040249527,-83.0192197859,4.5,69, 'University District'
Caffé DaVinci,40.01926,-83.062233,4,44, 'Upper Arlington'
Johnnie's Tavern,39.992832,-83.089851,4,51, ''
Potbelly Sandwich Shop,39.9616964,-83.0008096,4,16, 'Downtown'
Phia Salon,39.9778556824,-83.0041503906,4,107, 'Short North'
Belmont Deli,39.966572,-83.010757,4.5,8, 'Arena District'
Brenen's Cafe,39.9960675091,-83.0194149166,3.5,15, 'University District'
Easy Street Cafe,39.9395409,-82.9907684,3.5,92, 'German Village'
Pita Hut -N- Grille,40.0637398,-83.0198669,4.5,83, 'Clintonville'
Franklin Park,39.9674377,-82.953949,4,12, ''
ZenCha Cafe & tea,39.9571553618,-82.9346805811,4,35, 'Bexley'
Zeno's,39.9839211,-83.0153427,3,29, 'Harrison West'
Huong Vietnamese Restaurant,40.0616989,-82.9850388,4,119, 'Northland'
Used Kids Records,40.0027809,-83.0081635,4.5,53, 'University District'
Red Door Tavern,39.989353,-83.053177,3.5,61, 'Grandview Heights'
Market Blooms Etc,39.9721718,-83.004158,4.5,28, 'Short North'
Stauf's Coffee Roasters,39.9495888,-82.9957886,4,24, 'German Village'
Katz Tires,39.957236,-82.986633,5,39, 'Discovery District'
Noodles & Company,39.9888992,-83.0433121,3.5,34, 'Grandview Heights'
Moshi Sushi Bar,39.9576187,-82.9417267,4,59, 'Bexley'
Backroom Coffee Roasters,40.007393,-83.048798,5,6, 'Upper Arlington'
Buffalo Wild Wings,40.0062230229,-83.0093512684,3,34, 'University District'
Jie's Good Tasting,39.9864706652,-83.0450226367,3.5,26, 'Grandview Heights'
Novak's Tavern & Patio,39.9720681,-83.0025743,3.5,21, 'Short North'
Big Fun,39.9761404,-83.0030409,4.5,23, 'Short North
The Kitchen,39.952366,-82.99231,4,25, 'German Village'
Westies Gastropub,39.9427132615,-82.9985028651,3.5,70, 'Brewery District'
Grandview Cafe,39.984856,-83.044609,3,109, 'Grandview Heights'
Frank Fetch Memorial Park,39.950709343,-82.9920402914,5,5, 'German Village'
Carsonie's Stromboli & Pizza Kitchen,40.0070496,-83.0563202,3.5,52, 'Upper Arlington'
Glow By Carey,39.9891306813,-83.0598914623,5,45, 'Grandview Heights'
Jimmy John's,39.961441,-83.002098,3.5,13, 'Downtown'
1831Tavern,39.9550018,-82.9985123,4,15, 'Downtown'
Rotolo's Pizza,39.988903,-83.05336,3.5,26, 'Grandview Heights'
JaVa's Cyber Espresso Bar,39.961178,-82.989944,4,7, 'Discovery District'
Hemingway's Coffee Nook,39.958729,-82.997597,5,4, 'Downtown'
Gateway Film Center,39.9939995,-83.0063782,4,75, 'University District'
Gallo's Kitchen & Bar,40.0260658,-83.0899811,4.5,84, 'Upper Arlington'
Roosters,39.943866,-82.995597,3.5,30, 'German Village'
Refectory Restaurant & Bistro,40.064014,-83.048271,4.5,168, 'Northwest'
Gypsy Cafe,39.9802017,-83.0039825,3.5,16, 'Short North'
Pizza Primo,40.0254898,-83.0017319,3.5,21, 'Clintonville'
Roosters,40.02795,-83.027588,3.5,47, ''
Wendy's,39.96579,-82.972992,4,8, 'Olde Towne East'
Club Diversity,39.94442,-82.997696,4,15, 'Brewery District'
Salon Hotel Lily,39.9800186,-83.003952,5,14, 'Short North'
Ohio Theatre,39.9601763,-82.9991095,4.5,46, 'Downtown'
The Old Bag of Nails Pub,39.968441,-82.9502029,3.5,41, ''
Catfish Biff's Pizza & Subs,39.995178,-83.009399,3,34, 'University District'
Buca di Beppo Italian Restaurant,39.969287,-83.004333,3,88, 'Arena District'
Columbus Metropolitan Library,39.96118,-82.989943,4.5,40, 'Discovery District'
Gatto's Pizza,40.02198,-83.012932,4,27, 'Clintonville'
Spaghetti Warehouse,39.960144,-83.011299,3,137, 'Franklinton'
Three Dog Bakery,39.9748306,-83.0032272,4.5,32, 'Short North'
Oodles Noodles & Dumpling Bar,39.9765282,-83.0121765,3,50, 'Harrison West'
The Hungry Soul Cafe,39.9619819969,-82.9951536655,4,22, 'Downtown'
Paradise Garage,39.9811592,-83.004509,4.5,58, 'Short North'
Lashish the Greek,40.0638504,-83.040123,4.5,92, ''
Starbucks,39.9986991882,-83.0073242188,3.5,10, 'University District'
Krispy Krunchy Chicken,40.0314147,-82.9958211,4,24, 'Linden'
Miller's Columbus Ale House,39.984741,-83.023696,3,117, 'Grandview Heights'
Starbucks,40.0064583,-83.045372,4.5,9, 'University District'
Qdoba Mexican Grill,39.988857,-83.051872,3.5,31, 'Grandview Heights'
Columbus Eyeworks,39.9786358327,-83.0045487732,4.5,18, 'Short North'
Cuts Off High,40.012305,-83.010636,4.5,29, 'University District'
Patrick J's,40.017529,-83.012558,3,36, 'University District'
Katzinger's Little Deli,39.9721456,-83.0043013,3.5,13, 'Short North'
Starbucks,39.962936,-82.998383,4,10, 'Downtown'
Scotty's Cafe,39.9712175131,-82.9213560373,4.5,16, 'Eastmoor'
Revolution Cycles,39.9867897,-83.0056229,5,11, 'Short North'
Book Loft of German Village,39.9494781,-82.9956436,4.5,218, 'German Village'
Shisha Lounge,40.0105705,-83.0104599,3,29, 'University District'
Sammy's New York Bagels,39.9830894,-82.9310837,4,12, ''
Rendezvous Hair Salon,40.0152588,-83.0113678,4.5,22, 'University District'
Mukha Custom Cosmetics & Medi-Spa,39.9823303,-83.0043869,4.5,29, 'Short North'
Trattoria Roma,39.9872513,-83.0447083,3,74, 'Grandview Heights'
Kingmakers,39.9771425128,-83.0041404068,4.5,32, 'Short North'
Boston's Restaurant & Sports Bar,39.9682388,-83.0068665,3,63, 'Arena District'
McDonald's,39.988686,-83.030563,3.5,14, 'Grandview Heights'
The Chintz Room,39.9569563448,-82.999417236,3.5,29, 'Downtown'
Charleys Philly Steaks,40.001377,-83.007858,3.5,9, 'University District'
Panzera's Pizza,39.985355,-83.044449,3.5,26, 'Grandview Heights'
Piada Italian Street Food,39.956661,-82.929543,4,45, 'Bexley'
Zoup!,39.9608958465,-83.0007002226,3.5,19, 'Downtown'
The Capitol Cafe By Milo's,39.9617271,-82.9976273,4,9, 'Downtown'
Longview Barbershop,40.0299683,-83.0156326,5,45, 'Clintonville'
Bistro 2110 At the Blackwell,40.0047913,-83.0166092,3.5,15, 'University District'
Westgate Imports Market,39.942905,-83.084213,4.5,42, 'Hilltop'
D.P. Dough,39.9880249,-83.005829,3,34, 'Short North
On Paper,39.9774399,-83.0037689,4.5,29, 'Short North'
North Market Spices,39.9723222,-83.0043577,4.5,24, 'Short North'
North Market Poultry & Game,39.9721718,-83.004158,5,12, 'Short North'
Winking Lizard Tavern,39.9890000158,-83.0440876,3,58, 'Grandview Heights'
The Little Bar,40.006878,-83.009781,3,30, 'University District'
Yin Yue Restaurant,40.014343,-82.976944,4,11, 'Linden'
Nails On Neil,39.9770902097,-83.0111181736,4,63, 'Victorian Village'
Champps Restaurant & Bar,39.9968491,-83.026413,3,66, 'University District'
Chipotle Mexican Grill,39.997551,-83.00737,3,13, 'University District'
La Fogata Grill,39.9785728455,-83.0033721924,2.5,127, 'Short North
First Watch,40.022040037,-83.0587635062,3.5,49, 'Upper Arlington'
El Vaquero Mexican Restaurant,40.026482,-83.026604,3,98, ''
Giuseppe's Ritrovo,39.9573212,-82.9383087,3.5,68, 'Bexley'
The Candle Lab,39.9777985,-83.0038528,4.5,21, 'Short North'
Los Guachos Taqueria,40.06464,-83.0573273,4.5,300, 'Northwest'
La Patrona,40.0228775293,-83.0136287212,3.5,39, 'Clintonville'
China Dynasty,40.0063842886,-83.0557665505,3.5,50, 'Upper Arlington'
Bexley Pizza Plus,39.956612,-82.927826,4,35, 'Bexley'
Piercology,39.9820709,-83.009758,4.5,32, 'Victorian Village'
Mickey's,39.988815,-83.039154,3,25, 'Grandview Heights'
Kitchen Little,39.9721718,-83.004158,4,39, 'Short North'
Sicilia Fine Italian Specialties,40.005165,-83.008347,3,18, 'University District'
Madison Soul Food Kitchen,39.973629,-82.955612,4.5,6, ''
Mitchell's Ocean Club,40.0500298,-82.914978,4.5,179, 'Easton'
Susie's Sub Shop,40.023708,-82.980583,4.5,9, 'Linden'
Bernie's Bagels & Deli,40.0009995,-83.0080338,3,32, 'University District'
Chumley's,40.001502,-83.007881,3,24, 'University District'
J. Gumbo's,40.0029411,-83.0084763,3,19, 'University District'
Terita's Pizza Carry Out,40.048553,-82.95507,4.5,16, 'Linden'
Grandview Mercantile Co.,39.9803696,-83.0046387,4,29, 'Short North'
Tony's Italian Ristorante,39.9504625797,-82.9989402741,3,43, 'Brewery District'
Pattycake Bakery,40.0236298325,-83.0137681961,4.5,160, 'Clintonville'
Buffalo Wild Wings,39.9885406,-83.0321732,3,33, 'Grandview Heights'
Bossy Grrl's Pin Up Joint,40.0152399391,-83.0114990473,3,18, 'University District'
Happy House,39.988312,-83.040146,3,39, 'Grandview Heights'
Las Maravillas Mexican Market,39.9872017,-83.011879,4,5, 'University District
Columbus Pride Festival and Parade,39.9737663,-83.0048752,4.5,14, 'Short North
Starbucks,39.949131012,-82.9951171875,4,12, 'German Village'
Rusty Bucket Restaurant and Tavern,40.0071235746,-83.0539999902,3.5,50, 'Upper Arlington'
Johnny Rockets,39.9959984,-83.0268784,3,34, 'University District'
Yoga On High,39.9843483,-83.0055695,4.5,30, 'Short North'
The Barrel & Bottle,39.9721718,-83.004158,4.5,19, 'Short North'
Red Hook Grill,39.9746594,-83.0364041,3.5,28, 'Grandview Heights'
Victory's Pizza & Grub,39.950916,-82.998749,3.5,14, 'Brewery District'
Sway,39.971424,-83.002876,3.5,16, 'Short North'
Tatoheads Public House,39.9369392,-82.9836502,4,16, 'Merion Village'
The Spacebar,40.015175,-83.011108,4.5,6, 'University District'
Pam's Market Popcorn,39.9721456,-83.0043013,4.5,24, 'Short North'
Thank Yoga,39.986764,-83.004522,5,11, 'Short North
Bink Davies,39.9760445,-83.0032911,4.5,23, 'Short North'
Zoup!,39.992361,-83.026668,3.5,11, 'University District'
Teodora's Kitchen,39.9407157898,-82.9969711304,4,10, 'Downtown'
Studio Posh Hair Gallery,40.0068092,-83.0092163,4.5,36, 'University District'
Ambushed Salon,39.974591732,-83.0033873767,4.5,24, 'Short North'
Niko's Barber Shop,39.952177,-82.9961346,4.5,28, 'German Village'
Plaza Mexican Grill,39.995903,-83.006775,4,8, 'University District'
Jimmy V's Grill & Pub,39.9893303,-83.0543823,3.5,34, 'Grandview Heights'
Addis Restaurant,40.045067,-82.957581,5,7, 'Linden'
Jiu Thai Asian Cafe,40.060507,-83.041194,4,59, ''
Little Dragons Chinese Restaurant,40.0607758,-82.9785919,4,55, 'Northland'
Bubbles Tea & Juice Company,39.9721718,-83.004158,3,36, 'Short North'
High Street Tattoo,39.980175,-83.003838,4.5,15, 'Short North
Buckeye Pho,40.0630226,-83.0403976,4,195, ''
Elemental Veterinary Center and Pet Spa,39.9879417,-83.0055313,4.5,31, 'Short North
Auddino's Italian Bakery,39.995018,-82.986434,4.5,18, 'Linden'
Firehouse Subs,39.9874267578,-83.0317306519,3,26, 'Grandview Heights'
Franklin Park Conservatory,39.9674377,-82.953949,4.5,84, ''
Moe's Southwest Grill,40.0069356,-83.0449738,3.5,26, 'University District'
Chipotle Mexican Grill,40.0539513,-83.0202408,4,24, 'Clintonville'
North Bank Park,39.96528,-83.009863,4.5,3, 'Arena District'
Bruegger's Bagels,40.0067596,-83.0536499,3.5,15, 'Upper Arlington'
Tim Hortons,39.9906595979,-83.026342392,3,14, 'Grandview Heights'
Banana Leaf Restaurant,40.0632935,-83.0404434,4,175, ''
Starbucks,39.9601779839,-82.9976812751,3.5,8, 'Downtown'
Royal Ginger Asian Fusion Bistro,40.007019,-83.0537567,3,83, 'Upper Arlington'
Bob's Bar,40.0635934621,-83.01952824,4,78, 'Clintonville'
The Torpedo Room,39.994207,-83.0059488,3,23, 'University District'
Shadowbox Live,39.9513499,-83.0010206,4.5,79, 'Brewery District'
The Little Donut Shop,39.997698,-83.0075657,4,27, 'University District'
Noodles & Company,40.0056801,-83.0088501,3,20, 'University District'
D'licious Cafe,40.0044708,-83.0082397,3,15, 'University District'
Northstar Café,40.0489988923,-82.914635092,4,281, 'Easton'
Drury Inn & Suites,39.96974619,-82.9994959005,4.5,41, 'Downtown'
Dragon One,39.9644268304,-82.9813490063,3,28, 'King-Lincoln
A Slice of New York,39.9993591,-83.007637,3.5,9, 'University District'
The Daily Growler,40.0301731378,-83.091019839,4,60, 'Upper Arlington'
Jazz & Rib Fest,39.9653053,-83.0124664,3,24, 'Arena District'
Backstage Bistro,39.9516478,-83.000577,3.5,14, 'Brewery District'
Kittie's Cakes,39.952164,-82.996302,4.5,45, 'German Village'
Old Familiar Barbershop,39.9617996,-82.9816284,4.5,37, 'Olde Towne East'
Northam Park,40.0122472644,-83.0653685331,4.5,7, 'Upper Arlington'
Park Street Cantina,39.972248,-83.005043,2.5,98, 'Short North'
Newport Music Hall,39.9974785,-83.00737,4,59, 'University District'
Cloak & Dagger Dinner Theatre,39.9521408,-82.9864502,3.5,15, 'Schumacher Place'
Donatos Pizza,40.0333405,-83.0166626,3.5,21, 'Clintonville'
Flower Child,39.982608,-83.005119,4,50, 'Short North'
Blake Rose Salon & Spa,39.9879494,-83.0315094,4,31, 'Grandview Heights'
Village Dental Care,39.980492,-83.00853,5,8, 'Victorian Village'
SegAway,39.9702377,-83.0020294,5,17, 'Downtown
Nyoh's Buckeye Bar & Grill,40.0190708041,-83.0244192481,3.5,11, ''
Residence Inn Columbus Downtown,39.964111,-82.999847,4.5,26, 'Downtown'
Chipotle Mexican Grill,39.969704,-83.004545,4,11, 'Arena District'
Three Sheets,39.9506607,-82.9981918,4.5,5, 'Brewery District'
The Clubhouse,39.939743,-83.005791,4,19, ''
Bar 23,39.9742699,-83.0027847,2.5,40, 'Short North'
Cavan Irish Pub,39.9331703,-82.996109,4,15, 'Merion Village'
Grill House Deli,40.0157495,-83.0115622,4.5,7, 'University District'
Starbucks,39.992657,-83.025391,3,17, 'University District'
Mark Pi's Express,39.9888916,-83.0404892,3.5,16, 'Grandview Heights'
Thurn's Specialty Meats,39.9398003,-83.0111084,5,41, ''
XoX Karaoke,40.0194315612,-83.0246237665,3.5,11, ''
Open Sky Day Spa,39.9747170076,-83.0336147288,4.5,34, 'Grandview Heights'
Rendezvous Cafe of Ohio,39.96423,-82.998001,4.5,4, 'Downtown'
Cafe Istanbul,39.956837,-82.933182,3.5,29, 'Bexley'
Lee's China Kitchen,39.9600716,-82.99823,3.5,17, 'Downtown'
Scioto Audobon Dog Park,39.9512010381,-83.007716586,4.5,7, 'Brewery District'
The Ohio State University,39.9968191981,-83.0115761608,4,39, 'University District'
Native Cold Pressed,39.9781671166,-83.0038198829,4,25, 'Short North'
Scarlet & Grey Cafe,40.0071983,-83.009697,3,12, 'University District'
Front Runner,40.0072212,-83.0462875,4.5,32, 'University District'
Cinco,39.9619484,-83.001152,3,21, 'Downtown'
World of Used Photography,39.9843483,-83.0331497,4.5,17, 'Grandview Heights'
Taqueria El Fogoncito,40.0588298994,-82.9463896547,4.5,12, ''
Cosi All Day Cafe,39.957802,-82.939789,4,19, 'Bexley'
RPAC - Recreation & Physical Activity Center,40.0004044,-83.0174179,4.5,17, 'University District'
Get Go At Grandview Yard,39.9844704,-83.0269241,5,2, 'Grandview Heights'
Wall Street Deli,39.9940250069,-83.0181971937,4,6, 'University District'
Dos Hermanos,40.0116,-83.04552,3.5,17, 'University District'
The Main Bar,39.9562111,-83.0000687,4,6, 'Downtown'
The Blackwell,40.0047913,-83.0166092,4.5,31, 'University District'
Sparano's Pizza,39.9930841,-83.0915127,4,27, ''
Reverse Vanity Spa,39.9801564,-83.0041717,5,9, 'Short North'
Buckeye Hall of Fame Grill,39.9750221646,-83.0263138788,2.5,83, 'Grandview Heights'
Nurtur The Salon,40.0067406,-83.0529099,4.5,71, 'Upper Arlington'
El Vaquero,39.9998207,-83.0769272,3.5,73, 'Upper Arlington'
New Taj Mahal Indian Restaurant,40.0104353,-83.0105431,2.5,49, 'University District'
Josie's Pizza,39.959419,-83.026093,4,10, 'Franklinton'
Morettis of Arlington,40.0134315,-83.0691833,3.5,38, 'Upper Arlington'
Replenish: The Spa Co-op,39.961158,-82.986224,5,20, 'Discovery District'
Memento Tattoo,39.9872933328,-83.0446679145,5,17, 'Grandview Heights'
Basil Thai,39.9522209,-82.9998169,4,10, 'Brewery District'
Local Cantina,40.0258804449,-83.0141270056,3,34, 'Clintonville'
Pho Fast,39.9990626,-83.0173386,4,5, 'University District'
Boss Doggs,39.9969043583,-83.0099453777,3.5,6, 'University District'
Destination Donuts,39.9721718,-83.004158,4.5,19, 'Short North'
Columbus Crew Stadium,40.0079069115,-82.9914491421,4,40, 'Linden'
Wild Goose Creative,40.014419,-83.000556,4.5,14, 'University District'
Au Bon Pain,39.9944954,-83.0155716,4,4, 'University District'
Virtue Salon,40.0290723,-83.0148812,4.5,42, 'Clintonville'
Lee Ritchie-RE/MAX Metro Plus,39.952145,-82.995712,5,22, 'German Village'
The Top Steakhouse,39.956387,-82.920784,3.5,86, 'Eastmoor'
Lost Weekend Records,40.0227293372,-83.0134671181,4.5,26, 'Clintonville'
Chipotle Mexican Grill,39.9889107,-83.0411682,2.5,60, 'Grandview Heights'
El Jalapeno Mexican Grill,40.0190708041,-83.0244192481,3.5,15, 'University District'
Bob Evans,39.989799,-83.026237,3.5,15, 'Grandview Heights'
Jersey Mike's Subs,40.0488641113,-83.0203409493,4,14, 'Clintonville'
Woodland's Backyard,39.9699891,-83.046004,3,22, ''
Happy Dragon,39.9524002,-82.9909592,3,70, 'German Village'
Peking Dynasty Express,39.94838,-82.9384,3.5,27, 'Bexley'
Kelton House,39.961109,-82.984428,4,7, 'Discovery District'
Jeni's Splendid Ice Creams,39.9574089,-82.9414597,4.5,66, 'Bexley'
Yabo's Tacos,40.019382,-83.0578,3,63, 'Upper Arlington'
Rancho Alegre,40.0212517956,-83.0591240153,3.5,39, 'Upper Arlington'
Clintonville Community Market,40.022495,-83.007805,4,50, 'Clintonville'
Donatos Pizza,39.98114,-83.003922,3,13, 'Short North
Smith's Restaurant & Deli,40.03828,-83.018044,3.5,27, 'Clintonville'
Juergens Traditional Bavarian Bakery & Restaurant,39.951466,-82.994682,3,34, 'German Village'
What the Rock?!,39.986794,-83.005058,4,25, 'Short North
Jeni's Splendid Ice Creams,39.9441459775,-82.992586121,4.5,32, 'German Village'
Pure Imagination Chocolatier,39.9721718,-83.004158,4,20, 'Short North'
Calanley Restaurant,40.031864,-82.96434,5,3, 'Linden'
Elizabeth's Records,40.0256882,-83.0016632,5,16, 'Clintonville'
Short North,39.9771884363,-83.0035254921,4.5,16, 'Short North'
Subway,39.9838480353,-83.0146164447,4,4, 'Harrison West'
Land-Grant Brewing Company,39.957855,-83.01152,4.5,45, 'Franklinton'
Izzy and Mo's,39.99030858,-83.0127180881,3,13, 'University District'
The Ohio Union - Ohio State University,39.99786,-83.0078354,4.5,19, 'University District'
Minelli's Pizza,39.9774895,-83.1021194,4.5,14, ''
Streetfare By Lola,39.959774,-82.999649,4.5,4, 'Downtown'
Bob Evans,40.025166,-83.025642,3.5,15, ''
Hilton Columbus Downtown,39.9695908,-83.0020965,4,63, 'Downtown'
MAX The Salon,39.975348915,-83.0030431613,4.5,20, 'Short North'
Short North Coffee House,39.9867398,-83.0056213,3.5,11, 'Short North'
Jacob Neal Salon,39.9757004,-83.003067,4,26, 'Short North
Lucky 13 Hair Salon,40.0260315,-83.0145798,4,77, 'Clintonville'
zpizza,39.9855347,-83.0449142,4,10, 'Grandview Heights'
Berry Blendz,39.9944687,-83.0071716,4,26, 'University District'
Glen Echo Park,40.0186852,-82.9975393,5,2, 'Clintonville'
CAPA Summer Movies Series,39.9598618,-82.9989166,5,10, 'Downtown'
PetPeople,40.0205383,-83.0131302,4.5,21, 'Clintonville'
Dinin' Hall,39.9565303154,-83.009980917,4.5,30, 'Franklinton
Arena District Athletic Club,39.967884,-83.008141,4.5,13, 'Arena District'
McFerson Commons,39.9661713,-83.0065918,3.5,7, 'Arena District'
Peking Dynasty,39.9889183,-83.0539017,3,39, 'Grandview Heights'
Pedal Wagon,39.9886815,-83.0054302,5,10, 'Short North
H Johnsons Restaurant & Dairy,39.942944,-82.963936,5,6, ''
Tom + Chee - Columbus,40.0027809,-83.0081635,3.5,11, 'University District'
City Barbeque,40.056923,-83.075981,4,130, 'Upper Arlington'
Park Street Patio,39.972992,-83.004982,2.5,34, 'Short North'
Pure Imagination Chocolatier,39.9822303,-83.0452275,5,19, 'Grandview Heights'
Freedom a la Cart,39.9651641846,-83.002532959,4,6, 'Downtown'
Endzone Entertainment Complex,39.971165,-83.007034,3,14, ''
Houlihan's,40.0208884,-83.0611765,3.5,49, 'Upper Arlington'
Independents' Day,39.9575119,-83.0112534,4.5,19, 'Franklinton'
Columbus Architectural Salvage,39.996796,-82.986191,4.5,13, 'Linden'
Starbucks,39.9574012756,-82.933265686,4,27, 'Bexley'
Dirty Frank's West,39.9551166551,-83.0755989225,3.5,64, 'Hilltop'
Short North Tattoo,39.9836197,-83.0046692,4.5,17, 'Short North'
Ledo's Tavern,40.0153934956,-83.0115392804,3,15, 'University District'
Wheeler Park,39.9764213562,-83.0164489746,3,14, 'Harrison West'
Hot Times Community Arts & Music Festival,39.959137,-82.980621,4,7, 'Olde Towne East'
World Market,39.9924298938,-83.0271473841,4,30, 'University District'
zerOz,39.9635391,-83.0002518,4.5,17, 'Downtown'
Curds and Whey,39.9721718,-83.004158,4.5,15, 'Short North'
Pharoah's Pizza Palace,40.0159988,-83.002327,3,19, 'University District'
The Mad Greek,39.975071,-82.889671,4,66, 'Whitehall'
COSI,39.9603908,-83.0058665,4,112, 'Downtown'
Plank's Bier Garten,39.944092,-82.996613,3,46, 'Brewery District'
Japanese Steakhouse,39.9720993,-83.0027924,2.5,19, 'Short North'
Blue Top Asian Fusion,40.0503127459,-83.0507122725,4,19, 'Upper Arlington'
Columbus Brew Adventures,39.9782333374,-83.009262085,5,8, 'Victorian Village'
Rivet,39.986891672,-83.0054419488,4,18, 'Short North'
Muso,39.995903,-83.006774,4,5, 'University District'
Formaggio,39.9979591,-83.0069275,3,13, 'University District'
Max & Erma's,39.9688416,-83.0000916,2.5,44, 'Downtown'
Third Hand Bike Co-Op,39.985733,-82.978577,5,10, ''
Waffle House,39.9972687,-83.0073624,3,13, 'University District'
Half Price Books,40.0064697266,-83.0471572876,4,53, 'University District'
MCL Restaurant & Bakery,40.0194195605,-83.0608462415,3.5,21, 'Upper Arlington'
Domino's Pizza,39.9647010863,-82.9917164147,3.5,5, 'Discovery District'
Texas de Brazil,40.0498732924,-82.9137399048,4,105, 'Easton'
Village Cafe and Hookah,39.983925,-82.998711,4.5,3, 'Italian Village'
Grandview Theatre,39.9832653254,-83.0449884385,4.5,21, 'Grandview Heights'
